year,serial,hwtsupp,region,statefip,county,ownershp,phone,month,pernum,wtsupp,famsize,nchild,nchlt5,eldch,age,sex,race,marst,educ,empstat,labforce,occ,ind,wkswork1,hrswork,incwage,poverty,vetstat,health,migsta1,whymove,migrate1
2012,76760,749.39001,Mountain Division,Colorado,0,With cash rent,"Yes, phone in household",March,5,567.03998,5 family members present,0 children present,No children under age 5,NIU,1,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,125-149 percent of the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,12709,2252.72,Middle Atlantic Division,New York,36061,With cash rent,"Yes, phone in household",March,2,1968.59,3 family members present,2,No children under age 5,24,57,Female,Asian only,Widowed,High school diploma or equivalent,At work,"Yes, in the labor force",4610,8170,52 weeks,35 hours,20000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,57715,2565.5801,South Atlantic Division,Florida,12095,Owned or being bought,"Yes, phone in household",March,2,2318.52,2 family members present,1 child present,No children under age 5,33,64,Female,Asian only,Divorced,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,90188,1730.53,Pacific Division,California,6071,Owned or being bought,"Yes, phone in household",March,4,1598.0601,6 family members present,0 children present,No children under age 5,NIU,10,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Good,Same house,NIU,Same house
2012,830,252.39999,New England Division,Maine,23011,Owned or being bought,"Yes, phone in household",March,3,239.00999,4 family members present,0 children present,No children under age 5,NIU,6,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,23087,1419.02,East North Central Division,Indiana,0,Owned or being bought,"Yes, phone in household",March,4,1475.86,4 family members present,0 children present,No children under age 5,NIU,2,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,16599,3520.8899,Middle Atlantic Division,New Jersey,34021,With cash rent,"Yes, phone in household",March,2,3357.3899,1 family member present,0 children present,No children under age 5,NIU,60,Female,White,Divorced,Bachelor's degree,At work,"Yes, in the labor force",150,5370,52 weeks,40 hours,28000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,34075,1497.74,West North Central Division,Missouri,0,With cash rent,"Yes, phone in household",March,5,1497.74,1 family member present,0 children present,No children under age 5,NIU,28,Male,White,Never married/single,Grade 11,At work,"Yes, in the labor force",9130,6170,52 weeks,40 hours,29000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,16426,2252.6101,Middle Atlantic Division,New Jersey,34005,With cash rent,"Yes, phone in household",March,3,2252.6101,1 family member present,0 children present,No children under age 5,NIU,32,Female,Black/Negro,Never married/single,High school diploma or equivalent,"NILF, unable to work","No, not in the labor force",0,0,NIU,NIU,0,125-149 percent of the low-income level,No service,Poor,New Jersey,For cheaper housing,Moved within county
2012,70354,1422.3101,West South Central Division,Texas,48141,Owned or being bought,"Yes, phone in household",March,1,1422.3101,3 family members present,1 child present,No children under age 5,8,41,Female,White,"Married, spouse present",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,65495,3290.1201,West South Central Division,Louisiana,0,Owned or being bought,"Yes, phone in household",March,3,5366.2998,3 family members present,0 children present,No children under age 5,NIU,40,Male,White,Never married/single,High school diploma or equivalent,"NILF, unable to work","No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Fair,Same house,NIU,Same house
2012,23885,2665.8,East North Central Division,Illinois,0,With cash rent,"Yes, phone in household",March,1,2665.8,1 family member present,0 children present,No children under age 5,NIU,28,Male,White,Never married/single,Bachelor's degree,"Unemployed, experienced worker","Yes, in the labor force",4110,8680,22 weeks,NIU,5633,Below poverty,No service,Very good,Same house,NIU,Same house
2012,20879,2026.4,East North Central Division,Ohio,39035,Owned or being bought,"Yes, phone in household",March,4,2326.1201,7 family members present,0 children present,No children under age 5,NIU,12,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,78197,1513.14,Mountain Division,New Mexico,0,Owned or being bought,"Yes, phone in household",March,1,1513.14,2 family members present,0 children present,No children under age 5,NIU,63,Male,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",205,180,52 weeks,70 hours,0,150 percent and above the low-income level,Yes,Good,Same house,NIU,Same house
2012,51977,1234.22,South Atlantic Division,South Carolina,0,Owned or being bought,"Yes, phone in household",March,1,1234.22,2 family members present,1 child present,No children under age 5,21,49,Female,Black/Negro,Never married/single,High school diploma or equivalent,At work,"Yes, in the labor force",8220,3190,52 weeks,40 hours,40000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,28754,1136.63,East North Central Division,Wisconsin,0,Owned or being bought,"Yes, phone in household",March,3,1539.83,4 family members present,0 children present,No children under age 5,NIU,24,Male,White,Never married/single,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,93111,2203.25,Pacific Division,California,0,Owned or being bought,"Yes, phone in household",March,3,1990.54,3 family members present,0 children present,No children under age 5,NIU,3,Female,White-Asian,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,43946,855.31,South Atlantic Division,Maryland,0,Owned or being bought,"Yes, phone in household",March,5,841.81,6 family members present,0 children present,No children under age 5,NIU,8,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,Below poverty,NIU,Good,Same house,NIU,Same house
2012,24487,1460.33,East North Central Division,Illinois,0,Owned or being bought,"Yes, phone in household",March,4,2319.9399,4 family members present,0 children present,No children under age 5,NIU,1,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,95632,285.57999,Pacific Division,Hawaii,15003,With cash rent,"Yes, phone in household",March,1,285.57999,3 family members present,0 children present,No children under age 5,NIU,23,Male,Asian only,Never married/single,"Associate's degree, occupational/vocational program",At work,"Yes, in the labor force",6230,770,30 weeks,32 hours,9000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,50710,1513.64,South Atlantic Division,North Carolina,37119,With cash rent,"Yes, phone in household",March,2,1513.64,5 family members present,3,2,7,33,Male,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",120,4670,52 weeks,80 hours,109000,150 percent and above the low-income level,No service,Very good,North Carolina,Wanted new or better housing,Moved within county
2012,70977,4152.4302,West South Central Division,Texas,0,Owned or being bought,"Yes, phone in household",March,2,4152.4302,2 family members present,0 children present,No children under age 5,NIU,73,Male,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",20,9170,52 weeks,50 hours,120002,150 percent and above the low-income level,Yes,Good,Same house,NIU,Same house
2012,62043,1532.1801,East South Central Division,Tennessee,47165,Owned or being bought,"Yes, phone in household",March,4,1532.1801,2 family members present,1 child present,No children under age 5,16,41,Female,White,Divorced,Grades 7 or 8,At work,"Yes, in the labor force",4140,8680,52 weeks,38 hours,4500,Below poverty,No service,Excellent,Same house,NIU,Same house
2012,50774,1685.3,South Atlantic Division,North Carolina,37119,Owned or being bought,"Yes, phone in household",March,5,2394.1001,6 family members present,0 children present,No children under age 5,NIU,15,Male,White,Never married/single,Grades 7 or 8,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,13895,3824.1299,Middle Atlantic Division,New York,36103,Owned or being bought,"Yes, phone in household",March,2,3412.1899,2 family members present,1 child present,No children under age 5,45,78,Female,White,Widowed,Grade 11,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Fair,Same house,NIU,Same house
2012,72128,1541.74,West South Central Division,Texas,48029,With cash rent,"Yes, phone in household",March,1,1541.74,3 family members present,1 child present,1 child under age 5,2,21,Female,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",2540,7860,52 weeks,40 hours,20000,150 percent and above the low-income level,No service,Very good,Texas,Wanted new or better housing,Moved within county
2012,8031,219.71001,New England Division,Rhode Island,0,With cash rent,"Yes, phone in household",March,2,265.64001,3 family members present,0 children present,No children under age 5,NIU,18,Female,White,Never married/single,Grade 9,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,125-149 percent of the low-income level,No service,Excellent,Same house,NIU,Same house
2012,59256,3449.49,South Atlantic Division,Florida,12103,Owned or being bought,"Yes, phone in household",March,1,3449.49,2 family members present,0 children present,No children under age 5,NIU,70,Male,White,"Married, spouse present",Doctorate degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,31445,1468.7,West North Central Division,Minnesota,0,Owned or being bought,"Yes, phone in household",March,1,1468.7,1 family member present,0 children present,No children under age 5,NIU,76,Female,White,Divorced,Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,42971,1287.21,South Atlantic Division,Maryland,0,Owned or being bought,"Yes, phone in household",March,4,1071.39,4 family members present,0 children present,No children under age 5,NIU,7,Male,Black/Negro,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,44602,680.41998,South Atlantic Division,Maryland,24033,Owned or being bought,"No, no phone available",March,1,680.41998,3 family members present,1 child present,1 child under age 5,1,53,Male,White,"Married, spouse present",Master's degree,At work,"Yes, in the labor force",2310,7860,52 weeks,40 hours,50000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
